Customer ID,Recency,Frequency,Monetary,Interpurchase_Time
12471.0,2,79,39507.92,9
12472.0,32,19,16249.289999999999,36
12473.0,29,5,3021.4900000000002,32
12474.0,17,31,12344.689999999999,20
12475.0,53,2,1149.64,178
12476.0,15,23,14083.91,21
12477.0,22,9,20276.37,66
12480.0,28,7,5464.85,68
12481.0,22,15,11916.45,38
12482.0,576,29,21547.690000000002,2
12483.0,17,19,5026.800000000001,34
12484.0,32,12,6354.1,54
12488.0,9,3,1298.6600000000003,21
12490.0,5,21,9809.58,34
12492.0,63,3,715.21,113
12493.0,165,2,433.74,15
12494.0,15,9,1815.2699999999998,62
12496.0,620,2,45.339999999999996,0
12497.0,81,3,6170.74,187
12498.0,21,3,403.7,12
12500.0,23,19,5955.21,34
12502.0,95,5,3723.87,42
12504.0,18,4,779.0500000000001,144
12507.0,134,4,1844.06,112
12508.0,26,2,397.88,1
12510.0,142,9,3840.91,65
12512.0,66,2,132.18,0
12514.0,267,2,1597.7600000000002,187
12516.0,77,4,2648.6200000000003,130
12517.0,28,5,2481.6,32
12518.0,0,5,2056.89,21
12519.0,63,2,716.5400000000001,206
12520.0,79,5,2634.26,38
12522.0,39,2,192.72000000000003,6
12523.0,19,23,4352.35,30
12524.0,9,17,11084.215,38
12525.0,498,3,973.7300000000001,49
12526.0,0,3,1316.6600000000003,31
12527.0,81,5,735.51,89
12528.0,9,6,1933.4800000000002,50
12530.0,59,9,3759.26,64
12531.0,14,2,1933.2,335
12533.0,627,2,1367.89,55
12535.0,91,2,716.35,47
12536.0,43,3,4353.59,5
12538.0,29,2,640.4499999999999,174
12539.0,22,7,11214.75,99
12540.0,19,33,22254.489999999998,21
12541.0,29,3,981.1800000000002,83
12542.0,484,2,481.88,78
12545.0,75,2,1000.39,92
12546.0,46,2,1161.5,15
12547.0,197,3,383.5799999999999,100
12549.0,575,6,1575.6799999999998,20
12552.0,38,2,428.64,0
12553.0,8,12,4608.75,34
12556.0,50,2,599.56,50
12557.0,16,8,18069.095,88
12559.0,310,2,561.7099999999999,4
12560.0,5,3,2134.01,45
12562.0,8,9,4966.92,47
12567.0,22,15,11743.44,42
12569.0,2,32,4124.6900000000005,7
12571.0,39,2,519.61,40
12572.0,8,2,1020.42,21
12573.0,227,5,717.4100000000002,47
12575.0,457,2,622.8199999999999,34
12576.0,35,8,2136.6,61
12577.0,35,8,1617.1,87
12578.0,21,4,4642.450000000001,105
12580.0,246,2,1052.9,164
12582.0,238,4,1968.1599999999999,84
12583.0,2,27,13591.294999999998,27
12584.0,3,9,2338.1500000000005,30
12585.0,234,2,2040.0999999999997,58
12586.0,17,4,2062.67,176
12588.0,39,4,940.4200000000001,139
12589.0,28,8,3676.85,82
12590.0,211,2,9221.225,0
12591.0,317,3,1338.95,30
12592.0,92,5,1904.58,85
12593.0,108,3,418.0999999999999,36
12594.0,37,15,5090.110000000001,40
12596.0,51,2,618.27,95
12597.0,19,4,3811.2199999999993,62
12598.0,9,11,4534.09,58
12599.0,29,13,2296.7199999999993,42
12600.0,28,21,4967.42,33
12601.0,189,6,678.25,35
12604.0,79,2,254.17999999999998,91
12605.0,376,4,1232.95,20
12609.0,78,9,3435.8600000000006,71
12610.0,22,5,2081.18,20
12613.0,57,10,6817.37,66
12615.0,2,8,5740.9800000000005,78
12616.0,95,3,1131.1,97
12619.0,16,10,3428.639999999999,54
12620.0,14,3,1339.41,63
12621.0,1,35,24140.2,19
12623.0,276,7,3747.84,60
12624.0,106,2,641.13,35
12625.0,211,4,5164.879999999999,96
12626.0,23,9,6620.48,33
12627.0,10,7,4478.530000000001,18
12628.0,4,3,786.4599999999999,20
12629.0,385,2,1530.6799999999998,18
12630.0,9,2,1252.52,17
12631.0,57,6,3469.3299999999995,105
12632.0,520,2,804.88,22
12633.0,58,7,5678.16,66
12634.0,535,2,396.94,6
12635.0,89,4,2930.4100000000003,91
12637.0,67,12,8283.81,39
12638.0,33,2,903.13,303
12639.0,238,3,1294.01,129
12640.0,23,3,1174.58,19
12642.0,25,3,1013.26,27
12643.0,128,12,7861.385,40
12644.0,129,4,1918.49,141
12645.0,33,8,3539.3,79
12646.0,4,2,1346.97,22
12647.0,22,36,16702.49,18
12648.0,154,4,1112.0,136
12649.0,107,8,2294.65,73
12651.0,334,4,377.75,32
12652.0,331,2,1017.03,51
12653.0,148,3,4160.83,126
12654.0,10,5,601.9799999999999,56
12656.0,17,8,6407.83,68
12657.0,11,4,1643.18,16
12662.0,0,20,6726.540000000001,30
12663.0,624,2,239.4,21
12664.0,8,11,6027.2,65
12665.0,324,3,313.6,114
12668.0,11,10,11274.97,66
12669.0,150,3,1644.67,35
12670.0,10,7,3760.29,93
12672.0,329,2,437.04999999999995,132
12673.0,5,3,1230.02,132
12674.0,38,4,1970.6000000000001,42
12675.0,553,2,957.25,12
12676.0,24,11,2809.43,41
12677.0,555,2,395.1,55
12678.0,42,21,32261.815,31
12679.0,58,4,1113.02,56
12680.0,0,4,880.8100000000002,28
12681.0,14,45,29834.760000000002,15
12682.0,3,52,22950.22,14
12683.0,4,21,11633.7,34
12684.0,7,7,2283.63,29
12685.0,28,6,2863.08,10
12687.0,480,2,1895.85,0
12689.0,25,2,1247.61,50
12691.0,28,7,1170.4,56
12693.0,127,7,1703.0200000000002,56
12694.0,70,3,1843.35,116
12695.0,7,7,1398.11,94
12696.0,434,2,842.73,37
12697.0,28,3,942.29,46
12700.0,7,4,4939.99,51
12701.0,79,6,2446.41,92
12703.0,71,4,1006.53,153
12704.0,7,8,2294.9399999999996,20
12705.0,15,14,11762.100000000002,37
12708.0,29,18,5117.66,38
12709.0,15,34,30065.059999999998,21
12710.0,96,3,1149.0200000000002,34
12711.0,611,2,1339.0499999999997,32
12712.0,28,21,6723.03,33
12714.0,9,12,14093.710000000001,60
12716.0,3,2,1053.4900000000002,64
12717.0,151,3,1240.6,146
12719.0,5,2,644.95,29
12720.0,2,30,7787.28,16
12721.0,31,8,4013.08,55
12722.0,85,4,997.6300000000001,16
12723.0,3,5,725.07,12
12724.0,5,7,2317.52,75
12725.0,371,4,2083.7,53
12726.0,28,11,4014.6,54
12727.0,10,10,5679.53,64
12728.0,71,5,1070.17,62
12731.0,23,17,25775.71,36
12733.0,234,4,2424.87,113
12734.0,352,3,639.65,13
12735.0,315,2,779.57,10
12737.0,498,2,73.88,0
12739.0,78,4,2475.06,78
12741.0,529,2,273.01,1
12743.0,134,2,540.13,0
12744.0,51,11,13212.56,49
12745.0,486,3,760.79,65
12747.0,2,26,8898.48,28
12748.0,0,337,49722.87,2
12749.0,3,9,6884.3,57
12753.0,22,6,21429.39,56
12754.0,235,3,2278.9799999999996,24
12755.0,280,11,2356.035,37
12757.0,15,13,4383.01,15
12758.0,116,7,9903.24,88
12759.0,52,8,5020.74,85
12761.0,457,2,782.9499999999999,3
12762.0,7,2,1898.5200000000004,8
12763.0,138,2,494.08000000000004,115
12765.0,472,6,1404.58,28
12766.0,3,9,8918.99,44
12770.0,210,2,3246.45,122
12775.0,17,7,1686.1200000000001,56
12778.0,19,9,1775.6799999999998,64
12779.0,37,14,6474.11,49
12781.0,63,2,823.6800000000001,110
12782.0,4,11,4618.24,46
12783.0,2,6,1677.75,12
12784.0,9,3,1763.15,173
12785.0,364,3,1100.4,122
12787.0,9,4,862.1799999999998,100
12788.0,463,4,444.9,16
12789.0,65,3,270.34000000000003,209
12790.0,192,2,591.85,109
12791.0,373,6,768.7700000000001,41
12792.0,256,2,827.0099999999998,139
12793.0,334,3,885.5299999999999,22
12794.0,53,2,860.41,22
12797.0,365,2,552.08,29
12798.0,10,4,4115.224999999999,102
12800.0,470,3,584.25,68
12802.0,186,7,2416.42,53
12804.0,465,2,325.37,17
12805.0,381,4,1434.9499999999998,73
12806.0,435,4,2476.67,38
12808.0,36,5,776.7,85
12809.0,177,3,1673.28,156
12810.0,534,2,534.99,71
12811.0,260,5,1033.9,33
12813.0,501,3,1687.8,63
12815.0,147,2,1048.1599999999999,25
12816.0,95,2,560.01,40
12817.0,281,3,681.8,51
12820.0,3,11,2689.5200000000004,66
12821.0,214,2,220.79999999999998,198
12822.0,70,2,948.8800000000002,8
12823.0,74,18,6501.5,33
12825.0,521,2,518.63,60
12826.0,2,12,2800.75,59
12827.0,5,3,430.15,12
12828.0,2,6,1018.71,21
12829.0,336,3,379.28000000000003,71
12830.0,37,6,5808.365000000002,22
12831.0,262,3,451.11,66
12832.0,32,2,383.03000000000003,32
12835.0,427,41,5996.83,7
12836.0,59,15,6559.73,45
12837.0,173,2,662.6600000000001,198
12838.0,33,10,2975.91,55
12839.0,2,26,9663.1,28
12840.0,143,7,4041.97,75
12841.0,4,40,6958.2,12
12842.0,70,4,1889.93,166
12843.0,65,30,6518.3099999999995,22
12844.0,29,4,648.6000000000001,141
12845.0,267,4,354.09,5
12847.0,22,2,1609.0000000000002,182
12849.0,31,6,3042.47,93
12851.0,96,2,280.76000000000005,190
12853.0,134,11,3907.5,48
12854.0,78,7,2970.9700000000003,92
12855.0,372,4,484.78000000000003,7
12856.0,7,6,2170.7799999999997,9
12857.0,210,6,3688.0,78
12862.0,425,2,984.6200000000001,34
12863.0,52,6,2792.55,89
12864.0,138,2,299.57,184
12865.0,26,4,3323.4700000000003,112
12866.0,283,3,1227.35,73
12867.0,26,13,7829.26,53
12868.0,185,8,2043.7600000000002,25
12870.0,375,3,1588.8900000000003,82
12871.0,84,3,744.02,118
12872.0,326,12,3283.96,34
12873.0,282,3,2027.3000000000002,133
12874.0,385,2,948.42,84
12875.0,143,5,915.33,110
12876.0,57,4,4081.7900000000004,133
12877.0,3,20,2942.1400000000003,34
12878.0,236,2,854.99,14
12879.0,44,3,573.22,15
12880.0,381,2,640.13,96
12882.0,9,2,1463.0399999999997,12
12883.0,24,4,703.47,16
12885.0,63,3,1175.2199999999998,20
12886.0,67,2,1378.3999999999999,75
12888.0,214,2,354.12,20
12889.0,381,4,385.46000000000004,30
12890.0,24,2,706.02,181
12891.0,185,11,676.28,43
12895.0,42,2,372.8,22
12897.0,204,4,514.25,84
12898.0,463,2,296.21000000000004,97
12901.0,8,28,11654.225,9
12904.0,18,2,496.06,77
12905.0,576,2,1018.42,52
12906.0,11,5,2919.81,13
12907.0,395,2,508.90999999999997,49
12908.0,176,5,1061.1599999999999,90
12909.0,39,8,2759.01,76
12910.0,23,13,5796.52,46
12912.0,2,5,1662.3,7
12913.0,4,13,6283.24,56
12915.0,148,4,975.0999999999999,110
12916.0,138,7,4479.73,77
12917.0,128,6,4359.2,100
12919.0,8,6,1335.19,26
12920.0,17,4,486.64,176
12921.0,9,74,35233.240000000005,9
12923.0,64,3,770.4200000000001,170
12924.0,88,12,2469.4000000000005,53
12925.0,4,3,729.33,196
12926.0,411,4,1523.97,78
12928.0,35,12,4304.89,42
12930.0,78,2,415.8,46
12931.0,21,57,73245.695,12
12932.0,539,8,1698.56,16
12933.0,24,8,1636.63,88
12935.0,2,15,4243.860000000001,40
12936.0,17,4,1063.8999999999999,15
12937.0,15,9,3097.61,80
12939.0,64,20,24962.850000000002,31
12940.0,54,2,899.69,16
12942.0,131,3,675.6,78
12943.0,558,2,496.5,23
12944.0,35,2,604.5099999999999,159
12945.0,288,2,900.1100000000001,183
12947.0,143,6,1547.87,38
12948.0,16,9,2317.43,80
12949.0,30,22,15526.7,32
12950.0,2,3,1843.0,7
12951.0,8,15,3213.7200000000003,45
12952.0,5,4,1387.79,18
12953.0,9,2,828.81,256
12955.0,1,11,4757.160000000001,24
12956.0,306,4,521.8900000000001,104
12957.0,9,13,8706.970000000001,55
12958.0,400,2,467.34,91
12960.0,413,4,1322.0700000000004,61
12962.0,7,2,266.39,53
12963.0,8,12,3235.79,42
12967.0,358,3,2938.52,8
12970.0,7,10,1453.6,72
12971.0,3,116,15169.310000000001,6
12972.0,413,4,1161.2,61
12974.0,197,2,408.94999999999993,183
12975.0,436,6,2100.09,49
12976.0,211,8,3156.3799999999997,56
12977.0,156,4,425.81999999999994,88
12978.0,385,5,2502.8199999999997,68
12980.0,157,21,16245.779999999997,27
12981.0,29,2,372.2199999999999,51
12982.0,242,8,2744.81,45
12985.0,0,2,1239.3799999999999,13
12986.0,428,10,2729.84,25
12987.0,73,5,1299.2,123
12989.0,3,33,12642.375,22
12990.0,31,7,955.4999999999998,84
12991.0,23,3,761.8099999999997,122
12993.0,23,8,1259.63,79
12994.0,4,3,974.42,88
12997.0,22,8,2110.91,73
12998.0,492,3,920.0799999999999,53
12999.0,196,3,455.88,16
13000.0,106,4,1032.5,154
13001.0,4,33,24042.65,22
13002.0,318,3,414.13000000000005,38
13003.0,105,3,149.05,36
13004.0,11,36,11650.849999999999,19
13005.0,173,4,999.68,70
13008.0,323,3,612.13,133
13010.0,374,2,330.12,137
13012.0,9,11,2957.83,52
13013.0,1,29,11097.429999999998,24
13014.0,10,11,5381.08,38
13015.0,53,11,6063.660000000001,49
13016.0,73,3,789.8899999999999,16
13018.0,16,35,9675.1,18
13019.0,379,6,1229.95,58
13020.0,562,2,618.96,48
13021.0,4,17,4887.24,42
13023.0,64,3,1449.0299999999997,154
13024.0,470,2,555.8699999999999,55
13026.0,1,9,1733.08,80
13027.0,113,19,10412.22,30
13028.0,22,2,661.3200000000002,11
13029.0,30,5,1927.2999999999997,98
13030.0,11,2,752.4399999999999,178
13031.0,407,5,3292.84,29
13032.0,52,9,2815.96,45
13033.0,357,2,220.54999999999998,36
13034.0,54,3,756.82,115
13035.0,73,3,1364.2,119
13037.0,138,12,3914.9500000000003,49
13038.0,80,3,908.46,70
13039.0,584,4,1010.7300000000001,34
13040.0,8,2,676.99,12
13041.0,450,4,799.1300000000001,34
13042.0,598,3,1488.59,44
13044.0,291,11,4848.05,37
13045.0,99,3,808.92,129
13046.0,30,3,901.19,141
13047.0,31,24,8428.529999999999,28
13048.0,14,9,4049.13,74
13049.0,64,4,1408.24,84
13050.0,14,35,11928.420000000002,20
13051.0,578,2,155.8,20
13052.0,212,7,3119.33,63
13055.0,78,4,2321.11,87
13057.0,530,3,709.5899999999999,33
13058.0,24,3,271.4,42
13059.0,249,10,2291.7700000000004,36
13064.0,12,6,1578.7800000000004,96
13065.0,373,5,1055.0500000000002,34
13066.0,24,2,470.79999999999995,3
13067.0,82,3,508.5100000000001,121
13068.0,10,2,344.0,154
13069.0,0,38,8549.029999999999,14
13070.0,192,4,751.6999999999999,134
13073.0,411,2,418.08000000000004,13
13074.0,511,4,1378.74,53
13077.0,1,11,2740.65,66
13078.0,3,57,29018.06,12
13079.0,4,6,419.18,68
13080.0,179,4,280.73,107
13081.0,11,28,56838.159999999996,25
13082.0,126,21,6025.125,28
13083.0,4,3,395.43,140
13085.0,157,8,2433.28,72
13089.0,2,203,113407.88,3
13090.0,8,24,13048.73,20
13091.0,28,3,1145.74,233
13092.0,70,12,2140.28,49
13093.0,275,55,54144.25000000001,8
13094.0,21,13,2209.4400000000005,28
13097.0,32,28,13052.3,25
13098.0,1,28,28882.44,11
13101.0,234,4,695.4,111
13102.0,1,37,11380.1,15
13103.0,39,3,709.64,179
13104.0,3,9,1709.1,72
13106.0,133,2,475.4,140
13107.0,44,9,5253.070000000001,69
13108.0,372,2,748.4599999999999,31
13109.0,59,3,1134.03,163
13110.0,31,12,2957.4700000000003,58
13113.0,0,37,18230.07,16
13115.0,11,10,5485.67,58
13117.0,21,18,2255.6600000000003,33
13118.0,19,9,2415.41,46
13122.0,94,2,922.39,73
13123.0,472,2,506.74999999999994,28
13124.0,89,4,4641.66,73
13126.0,4,13,3774.8100000000004,49
13129.0,452,2,233.25,38
13131.0,23,7,3313.7700000000004,92
13133.0,273,3,200.45,61
13134.0,85,6,2475.23,55
13135.0,196,2,533.5699999999999,147
13136.0,56,13,6274.56,51
13137.0,10,16,7586.9400000000005,30
13138.0,22,7,1274.0100000000002,53
13139.0,16,8,8202.98,52
13140.0,108,5,1054.92,76
13141.0,84,17,7656.08,37
13144.0,332,2,135.35,49
13145.0,39,7,870.46,80
13147.0,10,4,712.8000000000001,22
13148.0,29,26,8497.82,27
13149.0,14,4,1676.0600000000002,68
13150.0,484,3,449.96999999999997,48
13151.0,295,3,2465.2100000000005,110
13152.0,417,7,2143.3700000000003,39
13154.0,399,3,1624.8400000000001,112
13155.0,33,6,1370.48,76
13156.0,385,3,1586.54,96
13157.0,49,9,5687.36,65
13158.0,94,5,1508.18,58
13159.0,8,4,1429.3500000000001,26
13161.0,313,2,472.13,93
13162.0,122,16,9275.490000000002,38
13164.0,569,2,372.2,49
13165.0,46,3,1451.1599999999999,122
13166.0,283,2,875.9300000000001,65
13167.0,18,5,1125.15,74
13168.0,36,5,1840.73,101
13169.0,63,3,840.0799999999999,166
13171.0,21,3,468.40999999999997,92
13173.0,4,11,2399.82,65
13174.0,16,12,7982.35,59
13175.0,582,2,825.4300000000001,76
13177.0,64,2,512.2000000000002,182
13178.0,26,21,14059.189999999999,33
13183.0,7,15,7036.18,41
13184.0,14,10,1668.95,27
13186.0,39,3,1575.89,29
13187.0,337,4,341.36,71
13189.0,18,2,260.67999999999995,48
13190.0,544,3,570.66,62
13192.0,95,6,2558.58,98
13194.0,135,2,472.7799999999999,142
13196.0,11,7,3065.83,86
13198.0,10,8,4962.19,53
13199.0,3,67,15697.449999999999,10
13200.0,19,4,870.0900000000001,26
13201.0,502,4,1233.0599999999997,35
13202.0,394,7,1571.2900000000002,48
13203.0,9,10,2645.24,71
13206.0,400,13,8308.19,25
13207.0,15,4,535.8600000000001,149
13208.0,58,9,1976.3000000000002,75
13209.0,30,13,8509.509999999998,50
13211.0,10,10,2618.77,72
13212.0,19,3,786.83,13
13213.0,56,11,3851.52,46
13214.0,417,7,3264.23,32
13217.0,122,4,666.48,133
13220.0,78,5,1336.09,99
13221.0,240,2,847.4100000000001,59
13223.0,200,6,969.12,77
13224.0,60,2,2155.9499999999994,45
13225.0,3,16,16260.07,44
13226.0,273,2,312.46,60
13230.0,4,30,6120.01,20
13232.0,12,7,1328.35,32
13233.0,74,4,1176.46,154
13234.0,672,2,346.49999999999994,29
13236.0,24,2,744.85,41
13238.0,17,6,1006.6299999999998,95
13239.0,261,5,1594.69,48
13240.0,96,8,1475.79,69
13242.0,112,7,699.3999999999999,79
13243.0,203,5,1220.38,85
13245.0,50,2,989.2199999999999,190
13246.0,18,11,3351.75,46
13247.0,17,4,501.11999999999995,16
13248.0,124,2,465.67999999999995,32
13249.0,92,9,1608.93,65
13250.0,460,2,253.09,20
13252.0,394,2,399.3,115
13253.0,156,4,2951.11,136
13255.0,9,3,678.7600000000001,167
13258.0,11,5,1009.43,77
13259.0,61,9,1402.54,70
13261.0,268,2,944.1,8
13262.0,263,3,573.4499999999999,112
13263.0,1,39,8676.2,10
13265.0,53,5,2092.6600000000003,44
13266.0,11,19,6129.02,37
13267.0,2,36,9429.81,20
13268.0,17,11,3171.74,22
13269.0,1,28,8537.32,26
13272.0,31,2,276.56000000000006,29
13275.0,383,2,238.85999999999999,124
13276.0,63,5,1891.9100000000003,115
13277.0,15,7,523.3,74
13278.0,40,4,1435.85,142
13280.0,122,7,2293.33,74
13282.0,18,4,1313.1899999999998,97
13283.0,59,4,373.36,145
13285.0,23,6,3364.59,100
13287.0,603,3,781.59,33
13288.0,443,5,927.6099999999999,44
13291.0,155,11,3270.7900000000004,46
13292.0,38,5,994.51,97
13293.0,392,6,1192.94,46
13294.0,189,3,1676.52,152
13295.0,359,4,1101.97,54
13296.0,137,6,792.5099999999999,73
13297.0,7,7,4368.62,76
13299.0,268,3,1218.7,86
13300.0,169,3,1285.5100000000002,134
13301.0,103,4,618.09,47
13302.0,155,2,159.2,185
13304.0,351,4,1217.9900000000005,79
13305.0,4,16,3616.41,39
13307.0,120,3,273.34,157
13308.0,22,4,1670.37,143
13309.0,7,6,1706.3700000000001,64
13310.0,28,5,1541.2000000000003,74
13311.0,4,2,598.57,72
13313.0,22,12,3445.3200000000006,59
13314.0,1,3,775.94,24
13316.0,37,10,10980.380000000001,60
13317.0,66,19,6486.091,34
13318.0,1,3,640.7600000000001,12
13319.0,5,58,21323.22,12
13320.0,78,6,2211.6,66
13321.0,72,2,567.36,7
13323.0,3,5,787.8499999999999,16
13324.0,36,18,10513.469999999998,29
13327.0,38,20,9089.810000000001,34
13329.0,31,8,4808.769999999999,87
13330.0,92,6,2793.09,93
13333.0,411,3,1015.7399999999999,82
13334.0,82,5,6201.8,114
13338.0,157,4,2419.5,136
13340.0,45,12,20136.479999999996,50
13344.0,67,3,2295.5700000000006,69
13346.0,462,6,299.40000000000003,22
13350.0,16,2,939.99,31
13357.0,257,5,3805.51,73
13359.0,63,2,1017.19,169
13360.0,431,4,1540.5900000000001,67
13361.0,472,2,1450.5,72
13362.0,9,7,5394.07,59
13363.0,17,3,1697.74,130
13365.0,33,2,2225.37,92
13368.0,256,4,1095.38,41
13371.0,505,2,2291.64,63
13373.0,60,6,7587.1900000000005,112
13374.0,414,2,409.74,17
13375.0,88,2,1792.23,178
13376.0,99,3,980.5800000000002,45
13377.0,396,2,1517.7499999999998,124
13379.0,26,3,572.56,36
13381.0,31,12,8224.369999999999,58
13382.0,280,5,1387.58,90
13384.0,30,11,6677.82,42
13386.0,414,2,835.46,11
13388.0,131,3,1172.6399999999999,157
13389.0,11,3,797.9599999999999,73
13393.0,583,4,1131.45,37
13394.0,1,19,6621.700000000001,38
13395.0,185,3,1180.23,78
13396.0,29,2,1360.99,145
13397.0,72,10,3173.495,61
13398.0,192,2,670.34,128
13399.0,464,3,275.4,18
13402.0,127,4,1226.8500000000001,109
13403.0,17,3,229.5,235
13404.0,1,2,252.49,105
13405.0,74,6,1213.8110000000001,108
13406.0,427,2,568.9200000000001,102
13407.0,578,3,2244.7,27
13408.0,1,106,50174.782,6
13410.0,24,9,2201.9599999999996,78
13413.0,639,6,429.44,7
13414.0,133,6,2006.31,78
13415.0,472,4,784.17,63
13416.0,43,3,940.8000000000001,230
13417.0,4,6,1669.4900000000002,110
13418.0,11,31,11383.54,23
13420.0,149,2,159.85,10
13421.0,40,8,4058.75,77
13425.0,108,5,3390.43,94
13426.0,0,22,8167.379999999999,33
13427.0,19,6,1006.5300000000001,117
13428.0,10,3,478.53999999999996,168
13429.0,10,4,1006.7999999999998,16
13430.0,18,2,679.4499999999999,33
13431.0,67,8,3316.24,74
13432.0,571,2,439.09999999999997,20
13433.0,501,4,658.3199999999999,48
13434.0,74,5,1666.8600000000004,116
13435.0,5,9,4447.33,54
13437.0,14,7,3405.05,25
13439.0,255,3,986.6099999999999,90
13440.0,423,7,1295.2500000000002,4
13441.0,91,2,720.9,169
13442.0,667,3,401.8500000000001,23
13443.0,448,6,1258.1100000000001,38
13444.0,374,2,619.08,65
13446.0,430,11,3881.89,21
13447.0,23,3,1129.1400000000003,4
13448.0,16,13,8423.16,55
13450.0,26,13,4120.04,44
13451.0,26,11,7090.0599999999995,54
13452.0,259,3,213.68,71
13453.0,165,3,781.69,78
13455.0,24,6,2212.9900000000002,117
13456.0,17,6,1766.72,31
13457.0,688,2,148.22,24
13458.0,7,16,11959.27,23
13459.0,624,2,1160.4099999999999,28
13460.0,29,2,183.44,10
13461.0,38,6,4160.0,93
13462.0,252,5,1153.8500000000001,94
13464.0,58,6,3097.64,93
13465.0,446,2,931.12,69
13466.0,184,5,1013.3499999999998,88
13467.0,10,2,1071.91,12
13468.0,1,72,12784.270000000002,10
13470.0,99,2,165.0,7
13471.0,1,4,2501.84,11
13472.0,463,2,592.2399999999999,45
13473.0,60,8,2657.76,82
13474.0,236,3,646.5900000000003,86
13475.0,191,4,1431.7800000000002,26
13476.0,178,5,1885.35,93
13477.0,37,11,2819.1699999999996,58
13478.0,469,5,2212.77,41
13479.0,200,4,851.37,69
13480.0,416,2,627.82,131
13481.0,45,11,3830.84,62
13482.0,232,2,336.0900000000001,197
13484.0,241,3,790.7199999999999,132
13485.0,233,11,3019.22,45
13486.0,78,3,1122.4099999999999,25
13487.0,57,5,846.8700000000001,135
13488.0,17,23,14192.95,28
13489.0,105,4,449.52,47
13491.0,51,27,4467.66,25
13492.0,136,3,1269.84,26
13493.0,275,2,609.4499999999999,5
13495.0,7,10,4863.31,72
13496.0,10,2,653.3299999999999,174
13497.0,282,6,1166.8300000000002,64
13499.0,17,5,1159.11,50
13500.0,23,4,1466.3,94
13501.0,288,3,2885.1099999999997,94
13502.0,16,5,780.4999999999999,106
13503.0,71,6,1859.2400000000002,98
13505.0,72,4,4335.49,39
13506.0,316,5,1338.0800000000002,28
13507.0,3,4,2479.16,35
13508.0,243,2,287.04999999999995,199
13509.0,8,8,1114.72,62
